horizon,type,entreprise,identifiant,magazine,date,page,note,cours,objectif,stop,risque,horizon_verbatim,raison,citation,controle,ticker,date_entree
non precise,nouvelle,Teekay Tankers,A40R4Z,Börse Online 39/2026,2026-09-18,47,K AUFEN Neuempfehlung,"86,65 €","113,00 €","73,70 €",Hoch,,Opérationnelle forte face aux tensions géopolitiques et bilan sain avec réduction de la dette.,Diese operative Stärke trifft auf eine sanierte Konzernbilanz.,ok,TNK,2026-09-18
non precise,sélection,Thomson Reuters,CA 884 903881,Capital 07/2026,2026-07,95,Günstige Qualitätsaktien,,,,,,Thomson Reuters a racheté des actions et augmenté leur valeur. L'action reste recommandée à l'achat malgré les fluctuations à court terme.,Die Kanadier verringerten zugleich die Zahl der Aktien und erhöhten so den Wert des einzelnen Papiers.,ok,TRI.TO,2026-06-13
non precise,confirmée (depuis 20/2026),Thyssenkrupp,,Börse Online 27/2026,2026-06-26,62,K AUFEN empf. in 20/2026,"10,27 €","15,00 €","9,70 €",Hoch,,La transformation du groupe vers une structure de holding et la vente d'une participation sont sur bonne voie.,Der Konzernumbau Richtung einer Holding ist auf einem gutem Weg.,à vérifier: identifiant,TKA.DE,2026-06-26
non precise,confirmée,Thyssenkrupp,750000,Börse Online 33/2026,2026-08-07,37,K AUFEN,"12,48 €","17,50 €","10,50 €",Mittel,,Le groupe a réalisé des améliorations de résultats grâce à la baisse des coûts et une transformation réussie vers un modèle plus agile.,Aus dem Dornröschenschlaf erwacht ist der Stahlkonzern Thyssenkrupp.,ok,TKA.DE,2026-08-07
non precise,sélection,THYSSENKRUPP,,Euro 10/2026,2026-10,62,€URO-EMPFEHLUNG,"15,29 €",,,,,Recommandation Euro pour ThyssenKrupp dans le contexte de la reprise en Europe et des signaux positifs.,"€URO-EMPFEHLUNG THYSSENKRUPP 1 WKN 750 000 Kurs 15,29 €",ok,TKA.DE,2026-09-09
non precise,nouvelle,Thyssenkrupp Marine Systems,TKMS00,Börse Online 27/2026,2026-06-26,8,K AUFEN Neuempfehlung,"72,10 €","100,00 €","62,00 €",Hoch,,Un contrat de plus de 7 milliards d'euros avec la marine canadienne pourrait entraîner une réévaluation du titre et assurer la visibilité des commandes jusqu'aux années 2040.,Eine bedeutende Order könnte Thyssenkrupp Marine Systems (TKMS) erhalten. Es geht um einen umgerechnet mehr als sieben Milliarden Euro schweren Auftrag der kanadischen Marine.,ok,TKMS.DE,2026-06-26
non precise,sélection,Thyssenkrupp/TKMS,,Euro 10/2026,2026-10,61,€URO-EMPFEHLUNG,,,,,,"Malgré des coûts de restructuration élevés et une vulnérabilité conjoncturelle, les signes sont positifs. La stratégie de López a porté ses fruits.",Inzwischen hat Chef Miguel López operativ die Wende eingeleitet.,ok,TKA.DE,2026-09-09
non precise,sélection,TKMS,,Euro 10/2026,2026-10,62,€URO-EMPFEHLUNG,"83,70 €",,,,,Recommandation Euro pour TKMS avec un potentiel de hausse d'environ 50% selon Bernstein.,"Bernstein erhöhte das Kursziel auf 125 Euro, macht knapp 50 Prozent Potenzial.",ok,TKMS.DE,2026-09-09
non precise,mise à jour,Tonies,A3CM2W,Börse Online 27/2026,2026-06-26,58,K AUFEN,"11,98 €","15,30 €","10,20 €",Hoch,,Le fabricant de jouets Tonies maintient son cours haussier et a clairement formulé ses ambitions pour 2030.,Der Spielzeughersteller Tonies bleibt auf Wachstumskurs. Beim Capital Markets Day vergangene Woche hat das Unternehmen seine Ambitionen klar formuliert.,ok,TNIE.DE,2026-06-26
non precise,mise à jour,Totalenergies,850727,Börse Online 27/2026,2026-06-26,58,K AUFEN,"70,44 €","85,00 €","58,00 €",Mittel,,La signature de l'accord-cadre mettant fin à la guerre en Iran a exercé une forte pression sur le prix du pétrole.,Die Unterzeichnung des Rahmenabkommens zur Beendigung des Iran-Kriegs Mitte vergangener Woche hat für mächtig Druck auf den Ölpreis gesorgt.,ok,TTE.PA,2026-06-26
non precise,confirmée,TotalEnergies,850727,Börse Online 33/2026,2026-08-07,26,K AUFEN,"76,22 €","92,00 €","64,80 €",Hoch,,Le groupe diversifie ses activités et stabilise son résultat en transmettant les fluctuations de prix aux clients. Il investit massivement dans l'énergie renouvelable.,"Totalenergies ist aufgeteilt in fünf Segmente, die primär über das bereinigte Netobetriebsergebnis (adjusted Net Operating Income) gesteuert werden.",ok,TTE.PA,2026-08-07
non precise,nouvelle,Totalenergies,,Börse Online 39/2026,2026-09-18,110,Neuempfehlung,"79,70 €","100,00 €","64,75 €",Mittel,,L'action française TotalEnergies attaque un niveau de résistance prometteur. Un signal d'achat technique sur charte suggère une hausse potentielle vers 100 euros.,"Wird dieser Kursdeckel erhoben, dann ergibt sich ein mögliches Potenzial bis zur bedeutenden 100er-Marke.",ok,TTE.PA,2026-09-18
non precise,sélection,TotalEnergies,850 727,Euro 10/2026,2026-10,37,€URO-EMPFEHLUNG,"77,24 €",,,,,"Le modèle d'affaires repose sur le pétrole/gaz et les énergies renouvelables. Forte croissance du cash-flow opérationnel, dividende croissant depuis 21 ans et coûts de production bas.",Niedrige Förderkosten und ein wachsender Cashflow machen den Konzern zum verlässlichen Dividendenzahler.,ok,TTE.PA,2026-09-09
non precise,dérivé,Totalenergies-Capped-Call,,Börse Online 39/2026,2026-09-18,110,Neuempfehlung,"5,38 €","7,50 €","3,80 €",Hoch,,Ce produit dérivé offre une rentabilité latérale élevée de 39 %. Il est recommandé comme alternative d'investissement lucrative à l'action sous-jacente.,Als lukrative Anlagealternative zur Aktie bietet sich der gut drei Monate laufende Totalenergies-Capped-Call an.,ok,,2026-09-18
non precise,confirmée,Traton,TRAT0N,Börse Online 33/2026,2026-08-07,31,K AUFEN,"40,68 €","60,00 €","34,50 €",Mittel,,Traton a achevé son turnaround opérationnel avec des marges en hausse et une rentabilité qui se rapproche de l'objectif. Le marché sous-évalue encore la société par rapport à ses pairs américains.,"Auf Basis der Schätzungen für das laufende Geschäftsjahr liegt das Kurs-Gewinn-Verhältnis (KGV) der Aktie bei etwa 9,1.",ok,8TRA.DE,2026-08-07
non precise,sélection,TRATON,,Euro 10/2026,2026-10,62,€URO-EMPFEHLUNG,"38,12 €",,,,,Recommandation Euro pour Traton suite à la forte augmentation des commandes et diversification internationale.,"€URO-EMPFEHLUNG TRATON 1 WKN TRA T0N Kurs 38,12 €",ok,8TRA.DE,2026-09-09
non precise,sélection,Trimble,US 896 239100 4,Capital 07/2026,2026-07,94,Günstige Qualitätsaktien,,,,,,Technologie für präzise Landmaschinen; Analysten empfehlen Kauf trotz kurzfristiger Unsicherheiten.,Ganz vage erwähnte das Management während der Präsentation der Zahlen fürs erste Quartal neue Aufträge,ok,TRMB,2026-06-13
non precise,sélection,Tyler Technologies,US 902 252105 1,Capital 07/2026,2026-07,96,Günstige Qualitätsaktien,,,,,,Candidat fiable à un retournement avec des revenus récurrents en hausse et une marge améliorée.,Für Anleger ein verlässlicher Turnaround-Kandidat.,ok,TYL,2026-06-13
non precise,mise à jour,Umicore,A2H5A3,Börse Online 33/2026,2026-08-07,54,K AUFEN,"22,00 €","27,00 €","16,69 €",Mittel,,Les résultats solides du recyclage et la demande forte pour le germanium justifient une hausse des cibles.,Die nächste Hürde liegt bei 27 Euro.,ok,UMI.BR,2026-08-07
non precise,nouvelle,Unilever PLC,A41NM1,Börse Online 33/2026,2026-08-07,20,K AUFEN Neuempfehlung,"55,75 €","65,00 €","47,50 €",Mittel,,La plus grande entreprise offre des modèles d'affaires robustes et des dividendes fiables.,Die größte Herausforderung bleibt der intensive Wettbewerb im Lebensmittelhandel.,ok,ULVR.L,2026-08-07
non precise,mise à jour,Uniqa,928900,Börse Online 33/2026,2026-08-07,54,K AUFEN,"18,00 €","21,00 €","15,00 €",Mittel,,La baisse des coûts de sinistralité et la croissance du volume d'assurance en Europe de l'Est soutiennent les perspectives.,Der Trend ist aufwärtsgerichtet. Daher werden Stoppkurs und Zielkurs erhöht.,ok,UQA.VI,2026-08-07
non precise,nouvelle,United Utilities,A0Q4EC,Börse Online 33/2026,2026-08-07,28,K AUFEN Neuempfehlung,"16,41 €","20,00 €","13,70 €",Hoch,,Titre solide avec protection contre l'inflation via les dividendes et un monopole régional garanti par la régulation.,Unter dem Strich ein solider Dividendentitel mit Inflationsschutz bei den Ausschüttungen.,ok,UU.L,2026-08-07
non precise,nouvelle,Urban Outfitters,URBN,Börse Online 33/2026,2026-08-07,43,K AUFEN / Neuempfehlung,"67,09 €","78,00 €","57,00 €",Hoch,,La marque s'est développée positivement après plusieurs années de faiblesse et montre des signes d'amélioration des résultats.,Urban Outfitters zuletzt positiv entwickelt und zeige nun Anzeichen einer Ergebnisverbesserung.,ok,URBN,2026-08-07
non precise,confirmée,VanEck Global Fallen Angel High Yield Bond ETF,A2JEMG,Börse Online 27/2026,2026-06-26,106,K AUFEN,"66,28 €",,,,,Le magazine recommande cet ETF pour les investisseurs risqués grâce aux bons de 'fallen angels' offrant une rentabilité élevée.,Für risikofreudige Investoren ergeben sich dagegen gute Einstiegsmöglichkeiten.,ok,,2026-06-26
non precise,sélection,VAT Group,A2A GGY,Euro 10/2026,2026-10,66,€uro-Favorit,"642,40 €",,,,,Marktführer Vakuumventile für Chipproduktion.,"VAT Group A2A GGY 642,40 ... €uro-Favorit",ok,VACN.SW,2026-09-09
non precise,sélection,Veeva Systems,US 922 475108 4,Capital 07/2026,2026-07,96,Günstige Qualitätsaktien,,,,,,Les premiers résultats peuvent déjà se manifester ; certains clients ont déjà procédé à la migration et le cours de l'action progresse.,Was sie nicht ahnten: Das war der Einstieg in eine wüste Bieterschlacht.,ok,VEEV,2026-06-13
non precise,confirmée,Veolia Environnement,501451,Börse Online 33/2026,2026-08-07,29,K AUFEN,"34,49 €","45,00 €","26,50 €",Hoch,,Veolia est le leader mondial du recyclage avec des marges élevées dans l'eau et les déchets. L'acquisition de Clean Earth stimule la croissance.,"Die Großen verfügen nicht über die Technologie, nicht über die Netzwerke und auch nicht über die Kompetenz für die regulatorische Komplexität beim Recycling von Stahl- und Zinkstaub",ok,VIE.PA,2026-08-07
non precise,sélection,Verizon,868 402,Euro 10/2026,2026-10,37,€URO-EMPFEHLUNG,"43,17 €",,,,,Opérateur de télécoms US dominant avec des contrats mobiles à long terme. Expansion du réseau fibre et services 5G. Cash-flow libre en hausse de 24% au T2.,Seit der Übernahme von Frontier Communications baut Verizon sein Glasfasernetz stark aus.,ok,VZ,2026-09-09
non precise,mise à jour,Victoria's Secret,A3CU0R,Börse Online 33/2026,2026-08-07,58,K AUFEN,"76,64 €","85,00 €","65,00 €",Hoch,,Le consensus des analystes est au niveau supérieur du corridor de prévision. Le cours a grimpé après les résultats attendus.,Der Analystenkonsens liegt inzwischen am oberen Rand des vom Unternehmen ausgegebenen Prognosekorridors.,ok,,2026-08-07
non precise,nouvelle,Viking Therapeutics,A0YJW7,Börse Online 39/2026,2026-09-18,20,K AUFEN / Neuempfehlung,"36,85 €","47,00 €","31,90 €",Hoch,,Viking Therapeutics est bien positionné dans le secteur des peptides en croissance avec de fortes perspectives commerciales.,Wir nehmen die Dänen in unsere Empfehlungsliste auf.,ok,VKTX,2026-09-18
non precise,sélection,Vinci,867 475,Euro 10/2026,2026-10,37,€URO-EMPFEHLUNG,"113,35 €",,,,,Gestionnaire de plus de 70 aéroports et autoroutes. Marge opérationnelle élevée (8%) dans le secteur des concessions. Revenus stables couplés à l'inflation.,Vinci betreibt hier mehr als 70 Flughäfen weltweit und über 4.400 Kilometer Mautautobahnen.,ok,DG.PA,2026-09-09
non precise,nouvelle,VIVENDI,591068,Börse Online 33/2026,2026-08-07,61,K AUFEN Neuempfehlung,"1,63 €","2,90 €","1,35 €",Hoch,,L'entreprise est vendue sous sa valeur intrinsèque. La spéculation sur une offre d'achat par Bolloré a échoué.,"Größte Beteiligung von Vivendi ist Universal Music Group, sie deckt Börsenwert und Nettoschulden der Gruppe ab.",ok,VIV.PA,2026-08-07
non precise,confirmée (depuis 24/2024),Voestalpine,897200,Börse Online 27/2026,2026-06-26,29,K AUFEN empf. in 24/2024,"43,10 €","52,00 €","36,90 €",Hoch,,L'entreprise a réussi une transformation opérationnelle avec des marges améliorées et un cashflow solide. Le secteur ferroviaire bénéficie d'un soutien européen massif.,Die Aktie hat diese Wende bereits antizipiert: In den vergangenen zwölf Monaten verdoppelte sich der Kurs.,ok,VOE.VI,2026-06-26
non precise,dérivé,Volkswagen Vz.,GD50,Börse Online 33/2026,2026-08-07,72,K AUFEN Neuempfehlung,"93,64 €",,"64,50 €",Hoch,,La ligne de 200 jours indique une baisse durable. Le MACD est négatif sur un an mais positif à court terme.,Die Volkswagen-Aktie ist gemessen am Double-Smoothed-Stochastics-Oszillator jedoch kurzfristig bereits wieder überkauft,ok,,2026-08-07
non precise,confirmée,W&W,805100,Börse Online 27/2026,2026-06-26,42,K AUFEN,"14,24 €","21,00 €","12,40 €",Mittel,,Le secteur des assurances de biens est sous-évalué. Le cours actuel ne reflète pas adéquatement la valeur du groupe.,Der Wert der Versicherung wird im Aktienkurs Z nicht adäquat abgebildet.,ok,WUW.DE,2026-06-26
non precise,sélection,Xtrackers FTSE All-World ex US ETF,,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs und Fonds ausgesucht.",,,,,,ETF pour couvrir les actions mondiales hors États-Unis dans une stratégie diversifiée adaptée aux scénarios d'inflation.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,à vérifier: identifiant,,2026-09-09
non precise,sélection,Xtrackers MSCI USA ETF,IE00BJ0KDR00,Euro 10/2026,2026-10,44,"Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt und dazu passende ETFs, ETCs und Fonds ausgesucht.",,,,,,ETF pour investir sur les actions américaines au sein d'un portefeuille équilibré recommandé par la stratégie Goldman Sachs.,Anlegen wie Goldman Sachs €uro hat die Überlegungen von Goldman Sachs in eine 50:10:20:20-Strategie überführt,ok,,2026-09-09
non precise,sélection,Xtrackers Nikkei 225 ETF,LU1875395870,Euro 07/2026,2026-07,99,Vier Aktien und ein ETF für Nippon,"99,84 €",,,,,"Sélection Japon de la rédaction (« Anleger sollten die genannten vier Titel auf dem Zettel haben ») : ETF sur le Nikkei 225 couvert contre le risque de change, réplication physique, frais 0,19 %.",,ok,,2026-06-03
non precise,confirmée,Zealand Pharma,A12GD6,Börse Online 39/2026,2026-09-18,20,K AUFEN,"27,00 €","50,00 €","23,60 €",Hoch,,"Zealand Pharma possède une pipeline bien financée et des partenariats stratégiques (Roche, Boehringer Ingelheim) qui sécurisent son développement à long terme.",Damit ist die Pipeline-Entwicklung für Jahre durchfinanziert.,ok,ZEAL.CO,2026-09-18
non precise,sélection,€uro Wasserstoff,,Euro 07/2026,2026-07,106,EURO-EMPFEHLUNG,?,?,?,null,,"Le portfolio investit dans toute la chaîne de valeur du vecteur énergétique hydrogène, un secteur en pleine expansion porté par les besoins énergétiques et le développement des technologies renouvelables.",Das Depot investiert in die komplette Wertschöpfungskette des Energieträgers Wasserstoff,"à vérifier: cours, objectif, stop",,2026-06-03
